curso_titulo;curso_slug;curso_descricao;modulo_titulo;modulo_ordem;aula_ordem;aula_titulo;aula_subtitulo;video_url;video_tipo;aula_descricao;materiais
Programa 01: Iniciando a caminhada nos cálculos trabalhistas;programa-01-iniciando-a-caminhada-nos-calculos-trabalhistas;;Interpretacao Do Tempo E Prescricao;2;2;Interpretação e do tempo e prescrição nas Férias;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=f37a19fc-438a-450f-a647-bde1acfed520;panda;A aula aborda a questão da contagem do tempo e prescrição nos processos trabalhistas no que tange as férias (período aquisitivo e concessivo).;
Programa 01: Iniciando a caminhada nos cálculos trabalhistas;programa-01-iniciando-a-caminhada-nos-calculos-trabalhistas;;Interpretacao Do Tempo E Prescricao;2;3;Avaliação de Conhecimento I;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=f8590fca-db2d-4abf-9367-8d8eb6f260ef;panda;Vamos dar início aos nossos trabalhos/testes neste curso. Arrebenta!;
Programa 01: Iniciando a caminhada nos cálculos trabalhistas;programa-01-iniciando-a-caminhada-nos-calculos-trabalhistas;;Interpretacao Do Tempo E Prescricao;2;4;Resolução Avaliação I;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=4dcab156-bdfe-4599-bde9-b7d09dd126e3;panda;Vamos olhar juntos a correção da avaliação.;
Programa 01: Iniciando a caminhada nos cálculos trabalhistas;programa-01-iniciando-a-caminhada-nos-calculos-trabalhistas;;13o Salario;3;0;13º Salário: Conceitos, contagem e prescrição;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=238270e5-64a3-429e-97f7-23773fa63ca2;panda;"Vamos estudar agora o 13º salário, verbas recorrente nos cálculos trabalhistas, desde o seu conceito, o tempo na projeção (integral ou proporcional).

Agora tá ficando melhor a coisa!!";
Programa 01: Iniciando a caminhada nos cálculos trabalhistas;programa-01-iniciando-a-caminhada-nos-calculos-trabalhistas;;13o Salario;3;1;13º Salário: Método de cálculo dos reflexos em horas extras, comissões e diferenças salariais.;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=61662e5c-fe36-4a00-99cb-56b5d4903b8e;panda;Aprenderemos a calcular os reflexos das principais verbas trabalhistas que devem fazer parte do valor a receber de 13º salário.;
Programa 01: Iniciando a caminhada nos cálculos trabalhistas;programa-01-iniciando-a-caminhada-nos-calculos-trabalhistas;;13o Salario;3;2;13º Salário: Reflexos em INSS, IRPF e FGTS e considerações finais;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=7a1dca94-6171-4211-881f-24d3213592f4;panda;13º salário também é base de cálculo para impostos e contribuições como INSS e IRPF, além do FGTS.;
Programa 01: Iniciando a caminhada nos cálculos trabalhistas;programa-01-iniciando-a-caminhada-nos-calculos-trabalhistas;;Ferias;4;0;Férias: Conceitos, descrição e contagem de tempo;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=c9b2c5eb-ec8d-4d56-904f-b3909b075a2e;panda;"Vamos estudar agora as Férias, verba recorrente nos cálculos trabalhistas, desde o seu conceito, o tempo na projeção (integral ou proporcional), cálculo dos reflexos e muito mais.

Agora tá ficando melhor a coisa!!";
Programa 01: Iniciando a caminhada nos cálculos trabalhistas;programa-01-iniciando-a-caminhada-nos-calculos-trabalhistas;;Ferias;4;1;Férias: Método de cálculo dos reflexos em horas extras, comissões e diferenças salariais, FGTS, INSS e IRPF.;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=4803f31f-a0ae-4f8e-b799-2f862704e895;panda;;
Programa 01: Iniciando a caminhada nos cálculos trabalhistas;programa-01-iniciando-a-caminhada-nos-calculos-trabalhistas;;Ferias;4;2;Avaliação de conhecimento II;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=f8590fca-db2d-4abf-9367-8d8eb6f260ef;panda;"Continuando a progressão do conhecimento, essa avaliação é fundamental para qualquer cálculo trabalhista.

Por isso peço bastante atenção e imagine que está calculando pra justiça, até porque todos os exercícios são casos reais de cálculos.

Praticamente 95% dos cálculos na justiça precisamos calcular verbas sobre 13º salário, férias e aviso prévio.

Confio em você!

Abraço e boa sorte!";
Programa 01: Iniciando a caminhada nos cálculos trabalhistas;programa-01-iniciando-a-caminhada-nos-calculos-trabalhistas;;Ferias;4;3;Resolução da avaliação II;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=bcb2d34d-342f-4cff-8b4c-68861025778f;panda;Aula sobre a resolução das questões propostas na avaliação 02.;Resolução Avaliação II - Programa I.pdf
Programa 01: Iniciando a caminhada nos cálculos trabalhistas;programa-01-iniciando-a-caminhada-nos-calculos-trabalhistas;;Aviso Previo E Indenizado;5;0;Aviso Prévio: Conceitos, descrição e contagem de tempo;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=b21dd75f-0faf-40e9-8198-c88e12f4c209;panda;Vamos estudar agora o Aviso Prévio, verba recorrente nos cálculos trabalhistas, desde o seu conceito, o tempo na projeção (integral ou proporcional).;Lei do Aviso Prévio.docx
Programa 01: Iniciando a caminhada nos cálculos trabalhistas;programa-01-iniciando-a-caminhada-nos-calculos-trabalhistas;;Aviso Previo E Indenizado;5;1;Aviso prévio: Método de cálculo dos reflexos em horas extras, comissões e diferenças salariais, FGTS, INSS e IRPF.;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=3c4df2c8-16f9-4ee8-9630-2e88192e0fbb;panda;Estudaremos nesta aula, a forma de cálculo dos reflexos das mais variadas verbas salariais no aviso prévio, bemcomo sua incidência em FGTS, INSS e IRPF.;
Programa 01: Iniciando a caminhada nos cálculos trabalhistas;programa-01-iniciando-a-caminhada-nos-calculos-trabalhistas;;Outras Verbas Trabalhistas E Verbas Acessorias Do Calculo;6;0;FGTS (Conceitos, descrição e cálculo);;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=ab9e9937-fc22-4002-88c9-c58e1a769c02;panda;Veremos nesse vídeo como é apurado o FGTS sobre as verbas trabalhistas, sua base de cálculo e metodologia de cálculos, bem como suas alíquotas com ou sem multa de 40%.;
Programa 01: Iniciando a caminhada nos cálculos trabalhistas;programa-01-iniciando-a-caminhada-nos-calculos-trabalhistas;;Outras Verbas Trabalhistas E Verbas Acessorias Do Calculo;6;1;Repouso Semanal Remunerado (Conceitos, descrição e cálculo);;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=8c7d0f60-3504-477a-9282-d03a71f13485;panda;Com relação ao RSR como é falado no âmbito judicial é devido a todo empregado. Suas características, critérios de cálculo e especificidades serão abordadas nessa aula.;
Programa 01: Iniciando a caminhada nos cálculos trabalhistas;programa-01-iniciando-a-caminhada-nos-calculos-trabalhistas;;Outras Verbas Trabalhistas E Verbas Acessorias Do Calculo;6;2;Atualização monetária (Conceitos e cálculos);;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=321d0c10-f102-4b55-a509-e5d58dd9e7a3;panda;;
Programa 01: Iniciando a caminhada nos cálculos trabalhistas;programa-01-iniciando-a-caminhada-nos-calculos-trabalhistas;;Outras Verbas Trabalhistas E Verbas Acessorias Do Calculo;6;3;Juros de mora (Conceitos e cálculos);;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=9ef55d52-b2c4-435f-99a1-88735b625fbb;panda;Agora é a vez dos juros de mora.;
Programa 01: Iniciando a caminhada nos cálculos trabalhistas;programa-01-iniciando-a-caminhada-nos-calculos-trabalhistas;;Outras Verbas Trabalhistas E Verbas Acessorias Do Calculo;6;4;Decisão STF: Atualização IPCA-e e após, SELIC;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=a1167205-4d55-4b88-a8af-b28ab1321e67;panda;Em recente decisão o STF determina correção pelo IPCA-e até citação e após, apenas SELIC.;
Programa 01: Iniciando a caminhada nos cálculos trabalhistas;programa-01-iniciando-a-caminhada-nos-calculos-trabalhistas;;Outras Verbas Trabalhistas E Verbas Acessorias Do Calculo;6;5;Avaliação de conhecimento III;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=f8590fca-db2d-4abf-9367-8d8eb6f260ef;panda;"Vamos testar um pouco mais nossos conhecimentos?

Concentra, liga uma boa música e “vambora”.";
Programa 01: Iniciando a caminhada nos cálculos trabalhistas;programa-01-iniciando-a-caminhada-nos-calculos-trabalhistas;;Outras Verbas Trabalhistas E Verbas Acessorias Do Calculo;6;6;Resolução Avaliação III;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=520f1fef-1fab-4293-a365-8da2cd8c7066;panda;Vamos ver passo a passo como resolver as questões da avaliação 03.;resolução_da_avaliação_03.pdf
Programa 01: Iniciando a caminhada nos cálculos trabalhistas;programa-01-iniciando-a-caminhada-nos-calculos-trabalhistas;;Desafio Final;7;0;Prova Final;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=f8590fca-db2d-4abf-9367-8d8eb6f260ef;panda;"A ideia principal desta prova é que você, através dos seus méritos de estudo e conhecimento adquirido ao longo dessas aulas, seja capaz de realizar aquilo que você buscou, que são os conhecimentos não tão básicos de cálculos trabalhistas, mas os fundamentos extremamente necessários para a evolução dos cálculos.

Tenho certeza de que a jornada foi de grande aprendizado, para você e para mim também. Orgulhe-se por chegar até aqui, porque o caminho não foi fácil, e assimilar um conhecimento novo é sempre mais difícil, mas tenho certeza que está feliz e buscando mais conhecimentos.

As vezes por ser um conhecimento inicial os chamados “Peritos” acabam não se empenhando o necessário e acaba tendo reflexos negativos nos cálculos que elaboram, porque qualquer erro, que seja na proporção, vai dar um valor final errado.

Desejo a você boa sorte, e não tenha pressa, apenas concentre-se e utilize de tudo que já fizemos até agora. Você consegue!!!

Marlos Henrique.";"Sintese Prova.pdf; Planilha da Prova.zip"
Programa 01: Iniciando a caminhada nos cálculos trabalhistas;programa-01-iniciando-a-caminhada-nos-calculos-trabalhistas;;Desafio Final;7;1;Prova Final (Resolvida);;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=f7da0b85-0ff5-4cb9-9d30-c94b32c94a6d;panda;Neste vídeo vamos olhar juntos como se deve fazer as questões da prova.;Resolução Prova.pdf
Programa 01: Iniciando a caminhada nos cálculos trabalhistas;programa-01-iniciando-a-caminhada-nos-calculos-trabalhistas;;Desafio Final;7;2;Encerramento do curso;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=88ce555d-c8a8-43a9-9915-3ae2ec972691;panda;Considerações sobre o trabalho desenvolvido até agora e o que esperar do próximo programa.;
Programa 02: Afiando o machado nos cálculos trabalhistas;programa-02-afiando-o-machado-nos-calculos-trabalhistas;;Diferencas Salariais E Equiparacao Salarial;1;0;Seja bem vindo(a) ao curso de Cálculos Trabalhistas II;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=e78e1c58-286c-4f86-b0db-bfb3549cd811;panda;Falaremos um pouco sobre o que esperar deste curso e como será o seu desenvolvimento, bem como a apostila do curso.;"coletiva de trabalho.pdf; equiparação salarial.pdf; Poder Judiciario.pdf; tabela de atualização.pdf"
Programa 02: Afiando o machado nos cálculos trabalhistas;programa-02-afiando-o-machado-nos-calculos-trabalhistas;;Diferencas Salariais E Equiparacao Salarial;1;1;Equiparação salarial: Conceitos e entendimento jurídico;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=0f9001fe-8d1a-458b-9e6a-c91cfcacdb49;panda;"Conceitos sobre equiparação salarial e métodos e de cálculo em processo trabalhista.

Nesta aula vamos estudar o conceito, fundamentação e tipos de equiparação salarial e aprender a calcular tais diferenças salariais, bem como seus reflexos em 13º salário, férias com 1/3 e aviso prévio.

Formação da base de cálculos das horas extras e dedução de possíveis valores pagos durante a contratualidade.";
Programa 02: Afiando o machado nos cálculos trabalhistas;programa-02-afiando-o-machado-nos-calculos-trabalhistas;;Diferencas Salariais E Equiparacao Salarial;1;2;Equiparação Salarial: Prescrição e unidade de tempo;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=04b37134-8824-41e8-b814-2e53d0b412d7;panda;Estudaremos como a prescrição afeta os cálculos de equiparação salarial e também o estudo de diferentes unidades de tempo nos cálculos trabalhistas.;
Programa 02: Afiando o machado nos cálculos trabalhistas;programa-02-afiando-o-machado-nos-calculos-trabalhistas;;Diferencas Salariais E Equiparacao Salarial;1;3;Equiparação salarial: Reflexos em 13o. salário, férias e API;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=583a7339-72a6-42f2-83d9-0c75111d6261;panda;Aula destinada aos cálculos das diferenças resultantes da equiparação salarial e reflexos em 13º salário, férias com 1/3,e aviso prévio e FGTS.;
Programa 02: Afiando o machado nos cálculos trabalhistas;programa-02-afiando-o-machado-nos-calculos-trabalhistas;;Diferencas Salariais E Equiparacao Salarial;1;4;Diferenças Salariais: Conceitos, entendimento jurídico e cálculos;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=1c85df6b-1d7a-4374-a3f9-98f3e4f4b7ff;panda;Nesta aula abordaremos os conceitos, bem como toda a metodologia de cálculo das diferenças salariais, e seus reflexos em 13º salário, férias com 1/3 e aviso prévio.;
Programa 02: Afiando o machado nos cálculos trabalhistas;programa-02-afiando-o-machado-nos-calculos-trabalhistas;;Adic De Periculosidade Insalubridade E Transferencia;2;0;Adicional de Periculosidade: Conceitos, orientações e cálculos;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=f488ea44-cb1e-4a88-9757-6814748ba987;panda;"Vamos conhecer o adicional de periculosidade. Lembrando que o mesmo se aplica a insalubridade.

Nesta aula vamos estudar o conceito e fundamentação dos adicionais de periculosidade, aprender a calcular tais diferenças entendendo sua base de cálculo e percentuais, bem como seus reflexos em 13º salário, férias com 1/3 e aviso prévio.

Formação da base de cálculos das horas extras e dedução de possíveis valores pagos durante a contratualidade.";
Programa 02: Afiando o machado nos cálculos trabalhistas;programa-02-afiando-o-machado-nos-calculos-trabalhistas;;Adic De Periculosidade Insalubridade E Transferencia;2;1;Adicional de Insalubridade: Conceitos, orientações e cálculos;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=8d4e5a9d-dffe-42bf-88fb-b79931d3c706;panda;"Vamos conhecer os cálculos do adicional de insalubridade.

Nesta aula vamos estudar o conceito e fundamentação dos adicionais de insalubridade, aprender a calcular tais diferenças entendendo sua base de cálculo e percentuais, bem como seus reflexos em 13º salário, férias com 1/3 e aviso prévio.

Formação da base de cálculos das horas extras e dedução de possíveis valores pagos durante a contratualidade.";Processo insalubre.pdf
Programa 02: Afiando o machado nos cálculos trabalhistas;programa-02-afiando-o-machado-nos-calculos-trabalhistas;;Adic De Periculosidade Insalubridade E Transferencia;2;3;Comissões: Conceitos, orientações e cálculos;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=0704bd8f-3ae0-4e33-b77d-efdf0336b1da;panda;Nesta aula vamos estudar as Comissões: os conceitos, o entendimento jurídico e o cálculo acerca desta matéria.;
Programa 02: Afiando o machado nos cálculos trabalhistas;programa-02-afiando-o-machado-nos-calculos-trabalhistas;;Adic De Periculosidade Insalubridade E Transferencia;2;4;Avaliação conhecimento 01;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=f8590fca-db2d-4abf-9367-8d8eb6f260ef;panda;"Que comecem os desafios...

Acredito que o que faz o profissional se tornar referência naquilo que se propõe a realizar é o quanto ele acredita em si mesmo, o quanto se dedica nos estudos e o tamanho de seu sonho.

Concentre-se, este é apenas o começo, mas fundamental para que obtenhamos êxito em nossa jornada.

Vamos dar início aos exercícios para fixar ainda mais nossos conhecimentos. Não se esqueça de usar os fóruns, chat, nossos encontros ao vivo, email, enfim… use todos os canais para receber conhecimento e compartilhar com seus colegas o seu aprendizado.";
